id,text,label1,label2,label3
221,"這樣 的 穿搭 可以 遮掉 腿 ， 也 可以 像 仙女 一樣 、 很 氣質 的 ！ ",1,0,0
337,"也 或許 是 你 可以 改變 一下 你 的 思想 ， 多 信任 男友 一點 ， 他們 就 真的 單純 在 吃飯 而已 ， 我 也 不 喜歡 妨礙 男友 的 交友圈 ",0,1,0
131,"如果 你 中 頭獎 ， 第一件 事 你 會 做 什麼 ? ",1,0,0
207,"好 帥 好 美好 適合 ",1,0,0
230,"覺得 妳 太 敏感 ， 腦補 太多 ， 不 是 檢討 妳 而是 某些 部分 想 太多 ",0,1,0
162,"相不相信 遠 距離 ？ ",0,1,0
372,"我 不 喜歡 暴躁 易怒 的 自己 ， 也 不 想 再 跟 他 產生 不 愉快 了 ， 所以 分 的 很 果斷 。 ",0,0,1
386,"現在 的 我 有 一 份 穩定 還 不錯 的 薪水 ， 我 還 沒想到 下 一 步 ， 不會 想 死  就 只是 活 著 ， 我 痛苦 過   但 我 從來 沒 跟 人 說 過 ， 我 沒有 把 自己 的 傷痕 透露 過 ， 因為 我 不 想 造成 別人 的 負擔 。 ",0,0,1
95,"父母 關係 才 是 孩子 心理 健康 的 模板，而且 也 是 孩子 以後 進入 社會 、 與 他人 建立 關係 的 模板 。",0,1,0
309,"我 自己 一定 是 會 把 結婚 看 得 很 慎重 的 。",0,1,0
107,"放輕鬆 些，生活 何必 太 緊張 ？ 事情 既然 已經 發生 了，何不 坦然 自在 地 面對 。",0,1,0
237,"你 只是 沒 遇到 懂得 珍惜 的 人 。",1,0,0
191,"比起 相信 別人 ， 我 更 相信 自己 ",0,0,1
105,"如果 夫妻 關係 是 家庭 核心，擁有 第一 發言權，那麼 這個 家庭 就會 穩如 磐石 。 ",1,0,0
388,"我 轉到 新 學校 年 了 也 沒 一 個 朋友 ， 現在 只 想 趕快 畢業 ！ 雖然 日子 過 的 很 痛苦 ， 可是 不 打起精神 又 不行 ， 憂鬱 得 想 哭 。 ",0,0,1
38,"喜歡 什麼樣 的 音樂 ？ ",1,0,0
376,"我 媽 對 我 很 好 ， 但 還是 免不了 他 深夜 喝 酒 把 一些 怨氣 發洩 在 我 身 上 ， 即便 他 是 一 個 在 親戚 家 面前 的 好好人 ",0,0,1
295,"當然 這些 事 不 是 一 開始 就 馬上 講出來 的 ， 是 大家 心 裡 感到 不 舒服 的 時候 ， 才 會 提出來 討論 、 設定 生活 公約 ",1,0,0
233,"感覺 很 像 那 種 公主 病死網美 。",1,0,0
176,"初戀 的 故事 ？ ",1,0,0
41,"只能 選一個 你 會 選擇 「 你 的 伴侶 」 還是 「 一輩子 花不完 的 錢 」 ？ ",0,1,0
98,"你 人生 中 最 後悔 的 事 是 ？ ",0,0,1
29,"如果 你 今天 晚上 就 會 死掉 ， 而且 無法 與 任何 人 聯繫 ， 你 最 遺憾 還 沒有 告訴 別人 什麼 事 ？ ",0,0,1
223,"真的 是 很 討厭 欸 。",1,0,0
262,"階級 會 複製 背後 最 大 的 原因 也 是 因為 爸媽 會 把 自己 的 觀念 傳授給 下一代 ",0,1,0
246,"我 覺得 既然 妳 很少 做 家事   那 就 沒 資格 抱怨 妳 出 比較 多 錢 。",0,1,0
177,"如果 有 一天 你 的 前任 跟 你 說還 想要 跟 你 在一起 ， 你 會 ？ ",1,0,0
5,"對 你 來 說，怎樣 才 算是 完美 的 一天 ？ ",1,0,0
283,"我 也 是 相信 純 友誼 ！ 可是 ， 有時候 會 不 相信 .... ",0,1,0
298,"有 些 室友 是 可以 溝通 的 ， 試 著 跟 大家 溝通 討論 ， 這 也 是 住宿 可以 學習到 的 一 環 ",1,0,0
377,"他 以為 生 了 小孩 ， 我 爸 會 比較 定下來 老天 可能 聽 了 他 的 心願 ， 生 了 一 個 兒子 ， 但 最終 的 結局 還是 在 我 五 歲 的 時候 離婚 了 ， 想 抱怨 什麼 ， 但 每 次 想起 總 覺得 很 苦 。 ",0,0,1
15,"還沒去 做 想 做 的 事 的 原因 是 什麼 ？ ",0,0,1
240,"這 是 屬於 你們 的 故事 ， 卻 也 同時 深深 的 感化 了 我 。",0,1,0
100,"除了 關於 愛或 不愛的 遺憾，還有 很多 人 最 後悔 的 事情 ， 是 關於 「 傷害 」 的 。 ",0,0,1
318,"分手 後 沒 多久 ， 新 男友人 出現 了 ， 新 的 他 對 我 很 好 很 好 ， 甚至 也 讓 我 知道 自己 值得 被 喜歡 ",1,0,0
319,"愛情 是 一段 旅程 ， 人 們 走走 停停 來來往往 ， 妳 只 不過 在 錯 的 時間 遇見 對 的 人 ， 但 這 就是 現實 的 無奈 ， 愛情 本該 是 刻骨銘心 的 ， 有 甜蜜 過 有 悲傷 過 有 痛苦 過 ， 放過 自己 吧 ... ",0,0,1
78,"你 覺得 有 必要 間或 把 父母 送進 養老院 嗎 ？ ",0,1,0
75,"當你 看到 一個 男性，你 最先 注意 的 是 他 的 哪 一 部位 ？ ",1,0,0
86,"除了 金錢，你 最大 的 追求 會 是 什麼 ？ ",1,0,0
209,"包包 超 好看 的 耶 ！ ",1,0,0
326,"後來 我 還是 硬著頭皮 釋出 我 僅存 的 善意 ， 不過 不 是 委屈 自己 的 那 種 ， 是 我 爸媽 教 我 的 做人 最 基本 的 禮貌 ",0,1,0
122,"思想 是 何等 奇妙 的 事 ， 如何 去 想 ， 決定權 在 你 。",0,1,0
84,"你 喜歡 什麼 動物，不 喜歡 什麼 ？ ",1,0,0
42,"如果 有 一個 人 真的 不 小心 踩到 你 的 底線 你 會 怎麼 做 ？ ",0,1,0
343,"我 只 能 說 不要 在一起 ， 因為 今天 他 有 這樣 的 猶豫 ， 就 代表 他 其實 沒 那麼 愛 你 ， 你 是 一 個 可 有 可 無 的 地位 ， 任何 人 都 可能 可以 代替 ",1,0,0
156,"你 現在 想 幹嘛 ? ",1,0,0
71,"你 認為 是 性 還是 感情 維持 著 一段 完美 的 戀情 ？ ",0,1,0
160,"你 覺得 韓國人 怎麼樣 ? ",1,0,0
110,"唯有 關懷，才能 把 自己 變成 一 把 細膩 的 鑰匙，進入 別人 的 心中 ， 了解 別人 。 ",1,0,0
311,"即便 只有 短暫 一 年 ， 但 我 非常 珍惜 與 你 相處 的 時光 ， 看 著 你 這 一 年 來 的 成長 ， 我 心 裡 默默 替 你 感到 開心 。 ",1,0,0
278,"我 也 算是 正在 面臨 放下 的 階段 吧 ？ 只是 我 的 理性 逐漸 戰勝 感性 ， 變得 比較 果斷 。 失戀 很 痛 沒 錯 ， 別 因為 怕 痛 就 不再 相信 愛情 ， 對 的 人 肯定 還 在 遙遠 的 地方 等 著 你 ， 只 不過 中間 多少 會 殺出 一些 不 適合 你 的 人 來 擾亂 你 、 考驗 你 。 ",0,0,1
366,"什麼 情況 下 ， 明明 不 喜歡 對方 卻 願意 讓 對方 挑逗 跟 輕撫 跟 揉 ， 除了 約炮 我 想不到 其他 情況 ",0,0,1
14,"有什麼 事想 做 很 久 了 ？ ",1,0,0
383,"我 也 是 你 跟 我 一模一樣 ， 我 生活 環境 不 差 ， 但 就是 找 不 到 自己 活 著 的 意義 ， 在 自己 有 壓力 的 科系 上課 ， 每 天 都 覺得 很 痛苦 ， 最近 常常 無法 控制 情緒 ， 蠻 低潮 的 。 ",0,0,1
333,"其實 我 不 知道 我 自己 這麼 做 是 不 是 對 的 ， 也 想 知道 大家 如果 遇到 一樣 的 事情 是 什麼 看法 ， 因為 我 一直 覺得 大一 就 該 讓 他 好好 去 玩 ， 不 想 讓 他 覺得 因為 我 而 不能 做 很多 事情 ， 但是 這樣 卻 讓 我 不 是 很 愉快 。 ",1,0,0
178,"第一次 的 經驗 ？ ",1,0,0
157,"最近 有 想 看 什麼 電影 ? ",1,0,0
389,"我 記得 那天 晚上 跟 我 爸 說 我 有 焦慮症 ， 一口氣 把 這些 年 憋 在 心 裡 的 感受 講出來 ， 眼淚 完全 止不住 ， 痛哭流涕 。 ",0,0,1
87,"如果 你 中 了 彩票，會 去 做 什麼 呢 ？ ",1,0,0
141,"你 第一次 看 A片 是 幾歲 ? ",0,0,1
268,"每 個 人 都 有 自己 的 精神 寄託 沒 必要 這樣 ， 很多 宗教 的 初衷 都 是 很 好 的 ",0,1,0
253," 我 覺得 好 的 事情 不會 是 永恆 的 ， 但 壞 的 事情 也 不 是 永恆 的 ， 珍惜 現在 擁有 的 才 是 最 重要 的 ",0,1,0
171,"好好 的 結束 一段 感情 該 怎麼 做 ？ ",1,0,0
61,"最想活 在 哪 一歲 ？ 為什麼 ？ ",0,1,0
163,"你 的 夢想 是 什麼 ？ ",0,0,1
387,"我 也 是 給 同學處 的 不 好 ， 又 是 從 金門 來 北部 讀書 的 ， 心情 每 一 天 都 過 的 很 槽 ， 每 天 幾乎 會 哭 一 次 ， 每 一 天 都 很 痛苦 ， 越來越 煎熬 。 ",0,0,1
202,"你 覺得 讀 大學 有用 嗎 ? ",0,1,0
385,"我 一直 覺得 活 著 好 累 ， 以前 會 怨懟 自己 的 環境 ， 但 我 現在 才 知道 就是 有 以前 那些 磨難 ， 才 有 現在 的 我 ， 如果 我 過 著 安逸 的 生活 ， 那麼 我 是 不 是 會 成為 一 個 爛人 ， 我 不會 去 打工 ， 不會 認真 讀書 ， 不會 去 想 著 讓 家人 過 更 好 的 生活 。 ",0,0,1
72,"如果 你 的 朋友 偷吃，你 覺得 你 應該 告訴 他 的 伴侶 嗎 ？ ",0,1,0
293,"以前 我 住宿 的 時候 ， 我們 都 很 注重 隱私 ， 但 會 有 程度 上 的 差別 ， 所以 我們 都 會 告知 彼此 自己 的 底線 在 哪 ",1,0,0
137,"你 和 你 最好 的 朋友 認識 多久 了 ? ",1,0,0
213,"起士 控 的 我 表示 ： 把 餅乾 交出來 啊 啊 啊 ",1,0,0
329,"已經 認識 很 久  但 雙方 知道   對 對方 沒 意思    ， 就 會 有 純 友誼   ， 但 也 是 自然 會 形成 ， 了解 對方 習慣 對方 ， 可以 說 是 姐妹 間 說 的 閨蜜 ",1,0,0
211,"好 喜歡 喔 珍藏 起來 ",1,0,0
373,"醫生 宣布 寶寶 真的 沒 心跳 ， 看 那 媽媽 從 剛 入院 的 期待 到 絕望 ",0,0,1
289,"好 的   謝謝 妳   剛 住 一 個 禮拜 真的 很 不 習慣 一直 被 看 的 感覺 ",1,0,0
54,"如果 有 一天 可以 選擇 變成 一種 動物，會 選擇 什麼 動物 ？ 為什麼 ？ ",0,1,0
273,"你 好像 有點 太 在意 失敗 這 件 事情 了 ， 勸 你 不要 怕 失敗 ",0,1,0
114,"任 何一 種 帶有 心靈 感應 的 愛，都 可以 讓 阻斷 的 生命 之水 重歸 流動，特別 是 愛情 。 ",1,0,0
167,"在 不 在乎 另 一半 是否 為 處男 處女 ？ ",0,1,0
265,"人 要是 都 知足 就 不會 進步 了 ",0,1,0
339,"我 覺得 本來 就 該 避 嫌 ， 除非 另 一半 不 在意 ， 不然 一直 挑戰 會 擔心 的 人 底線 ， 遲早 會 分手 ",0,1,0
291,"我 室友 曾經 要 帶 朋友 來 不 事先 講 就 算了 ， 還 待到 半夜 快 一點 還 不 走 ",1,0,0
47,"覺得 有 在 健身 的 人 怎麼樣 ？ ",1,0,0
183,"如果 給你 一台 時光機 ， 你 最 想 回到 哪 時候 ？ ",0,1,0
299,"然後 不 舒服 的 地方 就 溝通 一下 好好 講 ",0,1,0
353,"妳 如果 能 接受 .. 自己 心理 建設 要 足夠 強大 ， 往後 所有 你 認為 委屈 的 事 就是 ， 他 道歉 不 道歉 應付 著 罷了 ， 妳 還是 一直 得 受 “ 委屈 ” 囉 ",0,0,1
85,"你 認為 錢 最 重要 的 功能 是 ？ ",0,1,0
44,"相信 一見鍾情 嗎 ？ ",1,0,0
7,"唱歌 給 別人 聽 又 是 什麼 時候 呢 ？ ",1,0,0
120,"偉人 所 達到 並 保持 著 的 高處，並不是 一飛 就 到 的，而是 他們 在 同伴 們 都 睡著 的 時候，一步 步 艱辛 地向 上 攀爬 的 。 ",0,1,0
168,"身體 上 的 出軌 和 精神 上 的 出軌 比較 介意 哪一個 ？ ",0,1,0
284,"我 相信 絕大 多數 人 對於 感情 的 看法 都 是 ， 儘管 自己 再 累 也 會 選擇 犧牲 自己 ， 只 為 對方 開心 ",0,1,0
217,"字 好好 看 ",1,0,0
132,"你 會 希望 擁有 翅膀 ， 還是 有 隱形 的 能力 ? ",0,1,0
195,"我 覺得 那個 人超 誇張 的 ， 問他 話 也 不 回 ",1,0,0
26,"你 喜歡 他 或 她 的 什麼 哪裡 ？ ",1,0,0
340,"他 以前 覺得 我 單獨 跟 男生 吃 不 太 妥 ， 但 現在 因為 感情 比較 穩定 了 就 信任 我 ， 他 會 想要 我 同意 再 這樣 做 ， 我 不 同意 他 也 不會 硬 做 ， 但 我們 都 不 希望 對方 不 開心 ",0,1,0
80,"你 不經意 做 的 哪件 事 最 讓 父母 開心 ？ ",0,1,0
40,"有沒有 什麼 想 跟 別人 說 卻 說 不 出口 的 話 ？ ",0,0,1
175,"覺得 另 一半要 「 互補 」 還是 「 相似 」 好 ？ ",1,0,0
165,"在 談戀愛 的 時候 你 最 需要 另 一半 做 什麼 ？ ",0,1,0
279,"你 可能 覺得 破壞 別人 感情 不道德 ， 但 對於 男方 來 說  ， 自己 的 女朋友 竟然 是 別人 施捨 的 ， 這 才 是 最 可悲 的 吧 ",0,0,1
128,"你 喜歡 吃 巧克力 嗎 ? ",1,0,0
354,"這 跟 尊重 是 兩 碼子 事 ， 一 開始 你 知道 還要 強壓 在 心理 ？ ",0,0,1
48,"有沒有 喜歡 哪位 明星 ？ ",1,0,0
248,"那 種 只 想 自己 爽 不顧 妳 意願 的   我們 通常 稱 之 為 渣男 。",0,1,0
244,"我 個人 覺得 部分 獨立 的 女生 ， 其實 就 有點 像 男生 的 木頭 。",0,1,0
226,"我 也 不 喜歡 大家 看到 我 在 做 什麼 ",0,1,0
82,"你 希望 死 後 人們 對 你 的 評價 是 什麼 ？ ",0,1,0
305,"那 時候 就   太 害羞 沒 自信 啦 ， 然後 當時 遇到 的 同輩 異性   都 不怎麼 友善 ",1,0,0
222,"酒駕 不得 好 死  幹",1,0,0
89,"你 最好 的 朋友 是 誰 ？ ",1,0,0
250,"沒辦法 給 孩子 一 個 好 的 成長 環境 ， 千萬 不要 生 ！ ！ 沒 人 逼 大家 生 孩子 吧 ⋯ ⋯ 生 了 ， 就 好好 養 ， 養育 孩子 本來 就 是 爸媽 的 義務 跟 責任 ！ ",0,1,0
81,"你 打算 如何 贍養 年老 的 父母 ？ ",0,1,0
116,"家 就是 「 婆婆媽媽 」 的 地方，家 之所以 溫暖，主要 就是 因為 家裡 的 成員 「 婆婆媽媽 」，能 理解 並 體貼 彼此 那些 瑣細 的 感受 。 ",0,1,0
99,"後悔 沒有 珍惜 一份 感情，後悔 沒有 多 陪伴 家人，後悔 離開 了 某個 地方，後悔 輕易 放棄 了 某個 愛好 ",0,0,1
208,"前 一陣子 陸陸續續 在 看 一些 皮夾  fennec 的 長 夾 現在 沒 生產 了 超 難過 的   其他 短夾 中 夾 我 又 不 是 很 滿意 但 設計 跟 材質 我 覺得 fennec  應該 是 我 心 中 第一 ",1,0,0
79,"你 會 如何 培養 孩子 的 道德 價值觀 ？ ",0,1,0
346,"男朋友 也 不會 讓 我 覺得 自卑 ， 可是 在 還 沒有 男朋友 之前 滿 自卑 的 ",0,0,1
282,"我 覺得 不管 你 提升到 幾百樓 ， 跟 對方 有沒有 喜歡 你 ， 應該 是 兩 回 事 吧 ， 畢竟 這 種 事情 不 是 說 你 變 好了 ， 他 就 要 喜歡 你 或者 是 會 喜歡上 你 啊 ， 只是 會 提高 一點點 機率 而已 吧 ， 我 覺得 是 這樣 啦 ",0,1,0
35,"最 喜歡 跟 女朋友 一起 做 甚麼 ？ ",1,0,0
194,"你 覺得 這 世界 上 有 分身 的 存在 嗎 ? ",0,1,0
236,"你 這些 話   完全 是 我 心 裡 所 想 的 ...",0,1,0
198,"你 想 用 什麼樣 的 方式 ， 安葬 自己 ",0,0,1
266,"別 把 自己 的 人生 也 賠下去 ， 不論 是 同情 還是 叫 你 苦撐 好像 都 對 你 不 公平 ， ， 我 的 想法 是 不如 就 報復 社會 吧 ！ ， 這 個 社會 欠 你 的 ， 加倍 討回來 。 ",0,1,0
361,"因為 當初 他 追 妳 就 只是 想 滿足 慾望 阿 ！ 女生 還是 要 好好 保護 自己 的 ",0,0,1
200,"就 覺得 活著 很累 啊 ! 好 想 死 喔 ",0,0,1
127,"你 喜歡 什麼 顏色 ?",1,0,0
23,"你 的 家庭 關係 親密 溫暖 嗎 ？ ",1,0,0
328,"我 也 蠻 怕 這 個 狀況 的 ， 因為 那 女生 是 跟 他 從 國中 開始 的 好朋友 ， 他們 有 一 群 人 都 認識 很 久 ， 所以 他 也 說 他 不可能 因此 不 跟 那 女生 聯絡 。 但 他 很 認真 跟 我 說 ， 他 現在 心理 只有 我 ， 所以 我 想 先 相信 他 。 ",0,1,0
380,"我 有 重度 精神病 ， 我 告訴 自己 的 方法 是 ， 人 是 很 脆弱 的 ， 隨時 都 能 死 ， 那 既然 隨時 都 能 死 那 為什麼 要 選 現在 呢 ？ 努力 活 一 把 ， 真的 不行 了 再 跳下去 ",0,0,1
204,"你 喜歡 你 的 科系 嗎 ?",1,0,0
119,"想 一想，有 那麼多 人 都 和 你我 一樣，不 也 是 很 值得 感到 興奮 的 一件 事 嗎 ？ ",0,0,1
242,"不過 老實說 ， 你 的 獨立 不過 就 是 一 個 正常人 能夠 生活 的 基本 型態。",1,0,0
254,"當 人 知道 自己 的 渺小 之後 ， 會 更 慘 ！ 人 因 無知 而 幸福 ！ ",0,1,0
64,"你 喜歡 看 電影 嗎 ？ ",1,0,0
3,"你 與 母親 的 關係 如何 ？ ",1,0,0
92,"最 開始 回答 的 幾個 人，後悔 的 內容 都 大不相同 。 ",0,0,1
28,"有什麼 事 是 地雷 ？ ",1,0,0
184,"你 曾經 非常 怨恨 你 的 家人 ， 甚至 想 殺 了 他 嗎 ？ ",0,0,1
303,"有 男友 之後 不 太 在乎 其他 男生 的 眼光 ， 就 沒有 什麼 自卑 的 問題 ",0,1,0
103,"後來 我 才 意識到 我 當時 就是 在 霸凌 別人 ， 我 很 後悔 … ",0,0,1
